p1x	p1y	p2x	p2y	v1x	v1y	v2x	v2y	Energy	Ang_mom	time
-0.8826531692999	0.4173468307000997	-0.03442139297854288	0.3655786070214567	-15.00925392545664	-5.009253925456644	-15.684940083650845	-5.684940083650849	0	0	0.14
-1.0326742812264207	0.36732571877357895	-0.19795622806894772	0.30204377193105186	-16.346135194867152	-6.346135194867155	-17.04148653429024	-7.041486534290245	0	0	0.15
-1.1960621500333588	0.30393784996664075	-0.37525112366434765	0.22474887633565183	-17.721927864605526	-7.721927864605535	-18.437768029064724	-8.437768029064733	0	0	0.16
-1.3732058117300694	0.22679418826993009	-0.5667115886502422	0.1332884113497572	-19.138264089660506	-9.138264089660517	-19.875391989902884	-9.875391989902894	0	0	0.17
-1.564510628537385	0.13548937146261436	-0.7727589634624054	0.027241036537593938	-20.596727792569965	-10.596727792569975	-21.355892687827538	-11.355892687827547	0	0	0.18
-1.7703978095766213	0.02960219042337811	-0.9938294424067929	-0.09382944240679375	-22.09880551408386	-12.098805514083868	-22.880674423082052	-12.88067442308206	0	0	0.19
-1.991303440913911	-0.09130344091391156	-1.2303724519240464	-0.23037245192404726	-23.645822107349066	-13.645822107349074	-24.450937996123677	-14.450937996123685	0	0	0.2
-2.227676873543639	-0.22767687354363952	-1.4828482023292666	-0.3828482023292674	-25.238858198294626	-15.238858198294635	-26.067587425993572	-16.06758742599358	0	0	0.21
-2.4799782871043115	-0.37997828710431203	-1.751724200443918	-0.5517242004439188	-26.878646395795336	-16.878646395795343	-27.73111419393976	-17.731114193939767	0	0	0.22
-2.748675216905567	-0.5486752169055675	-2.0374704862080617	-0.7374704862080628	-28.565443808638	-18.56544380863801	-29.441457285568347	-19.441457285568355	0	0	0.23
-3.034237807314183	-0.7342378073141838	-2.3405533461552848	-0.940553346155286	-30.298879831534283	-20.29887983153429	-31.19783933160638	-21.19783933160639	0	0	0.24
-3.3371325439976456	-0.9371325439976463	-2.6614272728401893	-1.1614272728401906	-32.07778079495526	-22.077780794955267	-32.99858260575591	-22.998582605755917	0	0	0.25
-3.6578142332118464	-1.157814233211847	-3.0005249982704028	-1.4005249982704044	-33.89997733975069	-23.899977339750706	-34.84091385982511	-24.840913859825122	0	0	0.26
-3.9967160545766465	-1.3967160545766475	-3.3582455500366915	-1.658245550036693	-35.76210653861733	-25.76210653861735	-36.72077400681365	-26.720774006813667	0	0	0.27
-4.354237633582705	-1.6542376335827058	-3.734940478406676	-1.9349404784066777	-37.65942867995791	-27.65942867995793	-38.632656927185316	-28.632656927185334	0	0	0.28
